score,r2_1,r2_2,epochs,kernel_size,points,model_param1,model_param2,telescope,t_int,label,ps_bins_to_make,ps_bins_to_use
NA,NA,NA,NA,NA,NA,65,6,NA,NA,"testing optuna for PS xgb model",970,24,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",816,19,
NA,NA,NA,NA,NA,NA,115,6,NA,NA,"testing optuna for PS xgb model",1222,28,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1039,22,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1116,15,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",918,18,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",1278,21,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1064,20,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",970,22,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1181,24,
NA,NA,NA,NA,NA,NA,25,5,NA,NA,"testing optuna for PS xgb model",852,19,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1034,22,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",737,17,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",910,23,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",784,21,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1172,25,
NA,NA,NA,NA,NA,NA,100,9,NA,NA,"testing optuna for PS xgb model",966,19,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1079,24,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1303,20,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",117,16,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",864,22,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1010,25,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",1126,18,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",909,26,
NA,NA,NA,NA,NA,NA,45,6,NA,NA,"testing optuna for PS xgb model",807,21,
NA,NA,NA,NA,NA,NA,30,6,NA,NA,"testing optuna for PS xgb model",1230,8,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1034,5,
NA,NA,NA,NA,NA,NA,15,8,NA,NA,"testing optuna for PS xgb model",936,23,
NA,NA,NA,NA,NA,NA,75,5,NA,NA,"testing optuna for PS xgb model",662,28,
NA,NA,NA,NA,NA,NA,25,4,NA,NA,"testing optuna for PS xgb model",579,20,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1103,25,
NA,NA,NA,NA,NA,NA,55,6,NA,NA,"testing optuna for PS xgb model",1377,23,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",850,19,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",966,17,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1160,28,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1052,22,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",486,13,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",754,24,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1253,26,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",1000,15,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",25,21,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",887,18,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1116,28,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",146,24,
NA,NA,NA,NA,NA,NA,15,4,NA,NA,"testing optuna for PS xgb model",825,21,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",969,27,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1023,26,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1210,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1091,27,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",372,24,
NA,NA,NA,NA,NA,NA,40,9,NA,NA,"testing optuna for PS xgb model",962,20,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1133,29,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1026,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1225,26,
NA,NA,NA,NA,NA,NA,25,9,NA,NA,"testing optuna for PS xgb model",1041,28,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1308,26,
NA,NA,NA,NA,NA,NA,70,9,NA,NA,"testing optuna for PS xgb model",1153,31,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1057,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1002,29,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1070,26,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1221,30,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",925,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1137,23,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",997,29,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1087,23,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",960,27,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1045,32,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",931,25,
NA,NA,NA,NA,NA,NA,60,9,NA,NA,"testing optuna for PS xgb model",1107,24,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",886,28,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",994,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1159,25,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",91,28,
NA,NA,NA,NA,NA,NA,25,9,NA,NA,"testing optuna for PS xgb model",78,32,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1014,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",315,26,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1115,22,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",980,30,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1053,24,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",905,27,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1147,22,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1007,24,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1193,20,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",912,30,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1077,26,
NA,NA,NA,NA,NA,NA,165,9,NA,NA,"testing optuna for PS xgb model",968,22,
NA,NA,NA,NA,NA,NA,50,9,NA,NA,"testing optuna for PS xgb model",877,33,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1044,28,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",43,24,
NA,NA,NA,NA,NA,NA,80,9,NA,NA,"testing optuna for PS xgb model",1168,20,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",811,26,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",937,22,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1087,19,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1259,30,
NA,NA,NA,NA,NA,NA,30,9,NA,NA,"testing optuna for PS xgb model",1013,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",860,9,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1149,21,
NA,NA,NA,NA,NA,NA,25,8,NA,NA,"testing optuna for PS xgb model",250,28,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",960,5,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",425,23,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1064,10,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1210,32,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",910,24,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",798,27,
NA,NA,NA,NA,NA,NA,35,9,NA,NA,"testing optuna for PS xgb model",712,34,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",736,28,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",829,30,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",809,27,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",633,19,
NA,NA,NA,NA,NA,NA,95,9,NA,NA,"testing optuna for PS xgb model",715,6,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",760,33,
NA,NA,NA,NA,NA,NA,130,9,NA,NA,"testing optuna for PS xgb model",781,21,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",537,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",798,30,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",843,26,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",725,17,
NA,NA,NA,NA,NA,NA,10,3,NA,NA,"testing optuna for PS xgb model",865,22,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",799,29,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",685,25,
NA,NA,NA,NA,NA,NA,125,8,NA,NA,"testing optuna for PS xgb model",880,20,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",934,27,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",794,34,
NA,NA,NA,NA,NA,NA,65,9,NA,NA,"testing optuna for PS xgb model",901,30,
NA,NA,NA,NA,NA,NA,105,9,NA,NA,"testing optuna for PS xgb model",845,28,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",920,32,
NA,NA,NA,NA,NA,NA,25,9,NA,NA,"testing optuna for PS xgb model",751,27,
NA,NA,NA,NA,NA,NA,55,9,NA,NA,"testing optuna for PS xgb model",954,27,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",598,31,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",845,25,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",644,36,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",965,28,
NA,NA,NA,NA,NA,NA,15,4,NA,NA,"testing optuna for PS xgb model",883,24,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",787,32,
NA,NA,NA,NA,NA,NA,20,8,NA,NA,"testing optuna for PS xgb model",967,22,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",670,60,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",917,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",996,29,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",845,18,
NA,NA,NA,NA,NA,NA,30,9,NA,NA,"testing optuna for PS xgb model",218,26,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",993,21,
NA,NA,NA,NA,NA,NA,45,7,NA,NA,"testing optuna for PS xgb model",798,24,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",928,34,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",742,28,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1024,1,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",868,20,
NA,NA,NA,NA,NA,NA,10,3,NA,NA,"testing optuna for PS xgb model",912,93,
NA,NA,NA,NA,NA,NA,15,4,NA,NA,"testing optuna for PS xgb model",501,23,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1010,26,
NA,NA,NA,NA,NA,NA,25,9,NA,NA,"testing optuna for PS xgb model",1061,22,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1088,19,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",977,25,
NA,NA,NA,NA,NA,NA,20,8,NA,NA,"testing optuna for PS xgb model",1014,32,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",1135,30,
NA,NA,NA,NA,NA,NA,15,8,NA,NA,"testing optuna for PS xgb model",1041,26,
NA,NA,NA,NA,NA,NA,85,7,NA,NA,"testing optuna for PS xgb model",1267,25,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",1119,29,
NA,NA,NA,NA,NA,NA,20,8,NA,NA,"testing optuna for PS xgb model",1008,3,
NA,NA,NA,NA,NA,NA,10,4,NA,NA,"testing optuna for PS xgb model",1212,25,
NA,NA,NA,NA,NA,NA,15,7,NA,NA,"testing optuna for PS xgb model",1008,22,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1085,27,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",30,24,
NA,NA,NA,NA,NA,NA,10,4,NA,NA,"testing optuna for PS xgb model",1172,30,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",955,21,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",998,36,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1094,17,
NA,NA,NA,NA,NA,NA,10,3,NA,NA,"testing optuna for PS xgb model",1290,27,
NA,NA,NA,NA,NA,NA,15,7,NA,NA,"testing optuna for PS xgb model",945,23,
NA,NA,NA,NA,NA,NA,40,9,NA,NA,"testing optuna for PS xgb model",1066,20,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",845,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1189,30,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",955,33,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",22,11,
NA,NA,NA,NA,NA,NA,90,8,NA,NA,"testing optuna for PS xgb model",401,23,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",461,19,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",342,27,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1126,14,
NA,NA,NA,NA,NA,NA,110,5,NA,NA,"testing optuna for PS xgb model",880,21,
NA,NA,NA,NA,NA,NA,25,9,NA,NA,"testing optuna for PS xgb model",1003,25,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1281,29,
NA,NA,NA,NA,NA,NA,155,8,NA,NA,"testing optuna for PS xgb model",1381,23,
NA,NA,NA,NA,NA,NA,10,5,NA,NA,"testing optuna for PS xgb model",1049,18,
NA,NA,NA,NA,NA,NA,15,7,NA,NA,"testing optuna for PS xgb model",921,26,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",810,21,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",20,32,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1158,16,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1004,24,
NA,NA,NA,NA,NA,NA,20,7,NA,NA,"testing optuna for PS xgb model",900,38,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",711,28,
NA,NA,NA,NA,NA,NA,15,4,NA,NA,"testing optuna for PS xgb model",1147,7,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",1046,21,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",838,24,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",964,27,
NA,NA,NA,NA,NA,NA,25,5,NA,NA,"testing optuna for PS xgb model",1100,4,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",563,30,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",763,19,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1245,23,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",923,34,
NA,NA,NA,NA,NA,NA,75,7,NA,NA,"testing optuna for PS xgb model",1030,22,
NA,NA,NA,NA,NA,NA,105,9,NA,NA,"testing optuna for PS xgb model",869,26,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",1175,20,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",976,30,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1066,25,
NA,NA,NA,NA,NA,NA,10,3,NA,NA,"testing optuna for PS xgb model",829,17,
NA,NA,NA,NA,NA,NA,25,8,NA,NA,"testing optuna for PS xgb model",1222,22,
NA,NA,NA,NA,NA,NA,15,5,NA,NA,"testing optuna for PS xgb model",58,27,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",964,24,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",292,20,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",1110,29,
NA,NA,NA,NA,NA,NA,35,4,NA,NA,"testing optuna for PS xgb model",905,25,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",771,34,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",1032,2,
NA,NA,NA,NA,NA,NA,120,5,NA,NA,"testing optuna for PS xgb model",1297,22,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",880,19,
NA,NA,NA,NA,NA,NA,15,10,NA,NA,"testing optuna for PS xgb model",1090,27,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",704,23,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",965,31,
NA,NA,NA,NA,NA,NA,15,8,NA,NA,"testing optuna for PS xgb model",1203,25,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",630,18,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",795,21,
NA,NA,NA,NA,NA,NA,10,7,NA,NA,"testing optuna for PS xgb model",1016,15,
NA,NA,NA,NA,NA,NA,70,9,NA,NA,"testing optuna for PS xgb model",1128,28,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",900,23,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",968,32,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",63,26,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1094,37,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",836,20,
NA,NA,NA,NA,NA,NA,15,4,NA,NA,"testing optuna for PS xgb model",1205,24,
NA,NA,NA,NA,NA,NA,20,6,NA,NA,"testing optuna for PS xgb model",1381,28,
NA,NA,NA,NA,NA,NA,10,8,NA,NA,"testing optuna for PS xgb model",1018,23,
NA,NA,NA,NA,NA,NA,10,3,NA,NA,"testing optuna for PS xgb model",900,18,
NA,NA,NA,NA,NA,NA,20,5,NA,NA,"testing optuna for PS xgb model",984,21,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",1124,27,
NA,NA,NA,NA,NA,NA,55,6,NA,NA,"testing optuna for PS xgb model",807,32,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",935,25,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",667,29,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1085,22,
NA,NA,NA,NA,NA,NA,25,6,NA,NA,"testing optuna for PS xgb model",1266,16,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",871,19,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",752,25,
NA,NA,NA,NA,NA,NA,80,6,NA,NA,"testing optuna for PS xgb model",1035,12,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1185,21,
NA,NA,NA,NA,NA,NA,10,9,NA,NA,"testing optuna for PS xgb model",951,29,
NA,NA,NA,NA,NA,NA,10,6,NA,NA,"testing optuna for PS xgb model",1038,23,
NA,NA,NA,NA,NA,NA,20,7,NA,NA,"testing optuna for PS xgb model",897,26,
NA,NA,NA,NA,NA,NA,15,9,NA,NA,"testing optuna for PS xgb model",815,33,
NA,NA,NA,NA,NA,NA,10,10,NA,NA,"testing optuna for PS xgb model",1145,21,
NA,NA,NA,NA,NA,NA,150,6,NA,NA,"testing optuna for PS xgb model",973,24,
NA,NA,NA,NA,NA,NA,50,9,NA,NA,"testing optuna for PS xgb model",1095,30,
NA,NA,NA,NA,NA,NA,30,4,NA,NA,"testing optuna for PS xgb model",1267,18,
NA,NA,NA,NA,NA,NA,15,6,NA,NA,"testing optuna for PS xgb model",368,27,
NA,NA,NA,NA,NA,NA,20,9,NA,NA,"testing optuna for PS xgb model",853,20,
